"battery_power";"blue";"clock_speed";"dual_sim";"fc";"four_g";"int_memory";"m_dep";"mobile_wt";"n_cores";"pc";"ram";"sc_h";"sc_w";"touch_screen";"wifi";"price_range"
1348;1;2;1;5;0;36;0,3;145;6;6;2554;19;1;1;0;"2:caro"
1164;1;2,6;1;0;0;61;0,3;88;1;6;3859;11;10;1;0;"3:muito caro"
578;1;0,5;0;9;1;62;0,3;170;5;13;2977;15;12;1;1;"2:caro"
1971;1;0,5;1;0;0;40;0,3;186;7;19;571;8;7;1;0;"0:baixo"
1794;1;0,5;1;5;1;55;0,5;86;7;7;402;14;7;0;1;"0:baixo"
1558;1;2,5;0;2;1;32;0,1;114;5;3;878;16;5;1;1;"0:baixo"
1597;1;0,9;0;4;1;4;0,5;85;1;19;2130;8;3;1;0;"2:caro"
1240;0;1,6;0;0;0;39;0,1;146;2;9;3260;13;1;0;1;"3:muito caro"
1994;1;0,8;1;2;1;7;0,6;88;8;4;454;11;8;1;0;"0:baixo"
1221;0;2,3;0;7;1;35;0,4;152;7;19;2638;19;16;1;1;"2:caro"
989;1;1,6;1;11;1;24;0,6;156;8;17;2819;16;13;0;1;"2:caro"
1180;1;1,2;0;5;1;50;1;144;4;20;1464;7;3;1;1;"1:médio"
718;0;2,8;0;10;0;59;0,8;113;6;13;1824;11;9;1;0;"1:médio"
1670;1;1,6;1;0;0;47;0,8;139;8;15;876;16;0;1;0;"1:médio"
534;1;2,5;0;1;1;21;0,3;164;7;9;2706;7;5;1;0;"2:caro"
1566;1;0,5;1;0;0;20;0,5;126;2;0;659;14;9;1;1;"1:médio"
1935;0;0,5;0;0;1;29;0,6;124;5;9;455;9;2;0;1;"0:baixo"
504;1;2,8;1;2;0;54;0,4;163;2;10;2378;17;11;0;0;"2:caro"
913;0;1,7;1;1;1;41;0,3;103;1;14;2278;15;3;1;0;"1:médio"
1317;0;1,8;1;2;0;43;0,5;113;5;3;3436;16;13;1;1;"3:muito caro"
917;1;0,5;0;1;1;31;0,5;88;6;2;3424;19;2;1;0;"3:muito caro"
712;0;2,5;1;1;0;49;0,6;99;6;3;401;5;0;0;1;"0:baixo"
1083;0;1;0;6;0;52;0,9;126;2;20;681;19;18;1;1;"0:baixo"
1039;0;0,6;0;5;1;6;0,1;136;6;8;3212;15;7;0;1;"2:caro"
1747;0;0,5;0;4;0;13;0,7;185;6;12;3105;7;1;0;0;"3:muito caro"
1449;1;0,5;1;0;0;52;0,6;105;6;0;2036;5;1;1;0;"1:médio"
1872;1;0,5;1;14;0;49;0,2;139;7;18;3153;16;15;1;0;"3:muito caro"
1796;0;1,6;1;5;0;7;0,1;101;4;6;1642;9;4;1;1;"1:médio"
1097;0;1,4;0;0;0;60;0,8;181;1;17;509;15;12;0;0;"0:baixo"
1562;0;0,5;1;1;1;20;0,8;172;8;10;3465;16;11;1;0;"3:muito caro"
1433;1;2,3;0;8;1;27;0,9;153;7;12;3900;18;16;0;1;"3:muito caro"
740;0;1,8;0;1;0;12;0,2;123;1;11;1105;7;6;1;1;"0:baixo"
676;0;2,2;0;1;1;39;0,2;84;1;5;2064;13;7;0;0;"1:médio"
503;1;1,8;1;1;1;13;0,7;131;1;4;3117;19;6;0;1;"3:muito caro"
1020;0;1,5;0;13;1;7;0,7;96;3;18;1142;13;9;0;1;"1:médio"
896;0;1;1;3;1;4;0,3;111;1;4;1060;12;10;1;1;"1:médio"
1824;1;0,8;0;4;1;19;0,9;143;2;5;2381;14;1;0;0;"2:caro"
1512;0;0,6;1;1;1;54;0,4;134;3;2;3366;7;3;0;1;"3:muito caro"
1053;0;2,9;0;7;0;42;0,9;126;6;17;1339;17;0;0;1;"0:baixo"
1944;1;1,8;1;0;1;31;0,8;87;4;10;2560;7;3;0;0;"3:muito caro"
1174;0;0,7;1;1;1;25;0,8;91;2;8;285;19;7;0;1;"0:baixo"
627;1;1,6;1;3;1;12;0,2;131;7;17;2476;17;1;0;0;"1:médio"
1602;0;2,7;0;4;1;46;0,6;118;1;5;1862;16;9;0;1;"1:médio"
1733;1;1,5;1;4;1;6;0,9;170;1;15;3488;6;4;1;1;"3:muito caro"
586;0;1,4;1;10;1;8;0,5;142;8;14;3178;9;7;0;1;"2:caro"
1528;0;2,4;0;2;0;37;0,2;156;8;3;733;15;0;1;0;"0:baixo"
875;0;0,7;0;2;0;23;0,1;110;7;7;756;14;5;0;0;"0:baixo"
1602;0;0,6;0;12;0;58;0,4;170;1;13;3622;17;2;1;1;"3:muito caro"
1426;0;1,6;0;4;1;12;0,7;174;5;16;1277;14;9;0;0;"1:médio"
1370;0;1,4;0;5;1;6;0,2;158;6;8;3703;13;10;1;0;"3:muito caro"
609;1;0,5;0;4;1;10;0,1;81;6;6;1905;16;3;1;1;"1:médio"
840;0;1,2;1;5;1;15;0,3;178;6;8;2636;12;2;1;0;"2:caro"
991;0;2;0;2;1;12;0,3;158;5;6;2014;11;9;0;0;"2:caro"
1724;1;1,8;0;0;1;9;0,8;100;2;1;3056;18;16;0;0;"3:muito caro"
584;1;1,8;0;0;1;19;0,3;168;3;0;465;12;8;1;0;"0:baixo"
860;1;1,3;1;1;1;49;0,7;141;6;13;3869;16;14;1;1;"3:muito caro"
1541;1;2,8;1;10;1;28;0,2;165;5;15;1108;12;1;0;1;"1:médio"
615;1;0,5;1;7;0;58;0,5;130;5;8;1906;14;5;0;0;"1:médio"
912;1;2,8;1;6;1;46;0,4;84;4;11;851;8;4;1;1;"0:baixo"
1278;1;1,2;0;10;1;60;0,6;172;7;14;3142;11;4;0;1;"3:muito caro"
1365;0;0,6;0;0;1;31;0,3;125;4;0;1300;14;7;0;1;"0:baixo"
1702;0;1;0;7;0;36;0,1;177;5;9;1430;8;6;0;0;"2:caro"
589;1;0,5;0;1;1;59;0,7;146;8;4;362;16;10;1;1;"0:baixo"
1347;0;1,5;1;10;0;56;0,3;95;1;19;2456;13;0;1;1;"2:caro"
1644;0;2,8;0;0;1;44;1;137;8;0;2360;7;4;0;0;"2:caro"
956;0;1,9;1;1;0;42;0,1;133;7;11;3700;10;0;1;0;"3:muito caro"
1089;0;1,4;1;10;0;2;0,1;153;7;20;2620;7;5;0;0;"2:caro"
871;0;0,6;0;2;0;52;0,1;178;3;3;437;14;7;0;0;"0:baixo"
664;0;1,5;0;5;1;6;0,9;164;2;19;3774;11;5;0;0;"3:muito caro"
1874;1;0,6;0;1;0;19;0,8;192;2;9;1218;15;10;1;0;"1:médio"
1928;0;2,6;0;5;0;5;0,8;162;5;16;696;14;12;1;1;"0:baixo"
888;0;2,6;1;2;1;33;0,4;198;2;17;3407;12;1;0;0;"3:muito caro"
1077;1;1,7;1;1;0;58;0,8;86;7;13;3902;9;3;0;0;"3:muito caro"
1023;1;2,3;1;5;1;30;0,2;80;8;7;2086;10;0;1;1;"1:médio"
1426;1;0,8;0;2;1;42;0,6;84;3;10;1356;15;9;0;1;"1:médio"
831;0;1,7;1;7;1;26;0,7;177;5;11;1704;6;5;1;1;"0:baixo"
1496;1;1,3;1;0;1;6;0,5;85;3;9;3571;16;1;1;1;"3:muito caro"
1433;1;2,3;0;2;1;5;0,1;129;5;11;2132;18;15;0;1;"1:médio"
1095;1;2,6;1;0;1;44;0,7;103;4;5;3209;13;11;1;1;"3:muito caro"
643;1;0,7;1;3;1;23;0,8;156;1;9;2096;13;6;0;0;"1:médio"
1142;1;1,1;0;0;1;6;0,5;198;4;0;1273;19;0;0;0;"1:médio"
730;1;0,5;1;3;1;27;0,1;112;5;10;3623;9;4;1;0;"2:caro"
1901;1;0,5;0;5;1;41;0,6;131;2;17;368;5;1;0;0;"0:baixo"
1510;0;0,6;1;1;0;32;0,7;135;3;8;854;8;2;0;1;"1:médio"
1924;0;2,6;0;0;1;59;0,9;136;6;0;3646;10;9;0;1;"3:muito caro"
1825;0;1,1;1;13;1;17;0,1;157;4;18;3130;12;4;0;1;"3:muito caro"
1275;1;0,5;1;3;1;5;0,2;152;1;9;3784;13;4;1;0;"3:muito caro"
987;1;2,3;0;9;0;17;0,8;124;7;17;3885;11;0;1;0;"3:muito caro"
1538;1;2,3;0;6;1;13;0,2;121;7;7;1494;18;10;1;1;"1:médio"
1965;1;0,5;0;4;1;29;0,5;149;5;13;2973;11;1;1;1;"3:muito caro"
808;0;1,9;0;7;0;20;0,8;185;6;14;1471;13;4;1;0;"0:baixo"
712;0;0,5;0;6;0;27;0,5;86;2;11;2001;11;10;1;1;"1:médio"
1507;1;0,9;1;0;1;42;0,4;123;5;0;1486;15;3;0;0;"1:médio"
912;0;0,7;0;3;0;47;0,9;182;3;6;1321;7;2;1;1;"0:baixo"
769;1;1,2;0;2;0;17;0,1;95;8;4;1877;18;2;0;1;"1:médio"
948;0;2,3;0;14;0;22;0,1;173;5;20;3499;11;7;1;1;"3:muito caro"
507;1;1,9;1;0;1;39;0,7;142;1;0;2124;6;0;1;0;"1:médio"
1384;1;2,8;1;15;0;60;0,1;82;3;18;1221;18;12;0;1;"1:médio"
1766;1;1,3;0;1;0;29;0,5;194;8;20;2316;19;2;0;1;"2:caro"
1407;0;1,8;1;5;1;16;0,2;170;4;6;1068;6;0;1;0;"1:médio"
614;0;2,9;1;3;1;24;0,2;94;4;7;1930;13;12;0;1;"1:médio"
1972;0;2,9;0;9;0;14;0,4;196;7;18;1316;8;1;1;0;"1:médio"
1039;0;0,5;1;8;0;47;0,2;130;8;9;1742;18;12;0;0;"1:médio"
511;1;3;1;5;1;34;0,9;125;8;13;3265;14;7;0;0;"2:caro"
1811;1;2,5;0;4;1;5;0,6;98;4;16;2700;13;7;1;1;"2:caro"
1159;0;1,5;0;3;0;36;0,4;104;4;8;2115;8;7;0;0;"2:caro"
1848;0;1,3;1;7;0;12;0,1;178;2;19;3915;9;7;0;1;"3:muito caro"
1988;1;0,5;0;0;1;16;0,1;94;8;1;3144;16;2;0;0;"3:muito caro"
1469;0;0,5;0;3;1;58;0,5;150;7;8;1571;17;16;0;0;"2:caro"
1423;0;0,6;0;12;0;44;0,8;131;5;13;2253;10;8;0;0;"1:médio"
1974;0;0,5;1;9;0;10;0,8;145;6;12;1433;6;1;0;0;"1:médio"
835;0;0,8;1;2;1;42;0,8;128;5;18;2583;15;2;1;1;"2:caro"
1429;0;0,6;0;8;0;42;0,9;151;5;9;1817;6;1;0;0;"1:médio"
947;1;0,5;0;1;1;51;0,1;144;2;15;2915;17;1;1;1;"2:caro"
1446;1;2,8;1;0;1;18;0,3;178;8;1;3340;8;0;1;1;"3:muito caro"
1332;0;1,3;1;5;1;7;0,8;168;7;19;2790;19;11;1;0;"2:caro"
1498;1;1,2;1;0;1;14;0,1;191;4;1;577;14;12;1;0;"0:baixo"
1576;1;0,9;1;0;1;14;0,4;173;2;4;3220;17;2;1;0;"3:muito caro"
1398;0;1,6;1;8;1;26;0,8;150;1;12;3488;14;3;1;0;"3:muito caro"
1885;0;2,4;1;12;1;14;0,6;92;4;15;1277;9;6;0;1;"1:médio"
798;1;0,5;1;7;0;2;0,8;148;2;15;3593;14;9;1;0;"2:caro"
1436;0;2,5;1;0;1;42;0,9;124;8;1;2736;12;5;1;0;"3:muito caro"
1998;1;1,2;0;8;0;31;0,6;196;8;19;2311;17;9;1;0;"2:caro"
1321;1;1,3;0;0;1;63;0,4;109;8;9;1464;7;6;1;1;"1:médio"
1021;0;1,3;0;7;0;9;0,7;192;2;12;1355;6;1;1;0;"1:médio"
1339;1;2,3;1;0;0;40;0,1;123;2;1;2382;6;4;0;1;"2:caro"
1210;1;1,6;1;9;0;57;0,5;111;4;20;1886;16;0;0;1;"1:médio"
1949;1;0,5;1;2;1;31;0,1;145;5;9;832;7;3;0;0;"1:médio"
882;0;0,7;1;9;1;28;0,2;151;6;16;751;19;11;0;1;"0:baixo"
1549;1;1,5;1;0;1;27;0,4;113;5;7;436;10;8;0;0;"0:baixo"
1991;0;2,2;1;1;1;42;0,7;82;1;13;722;6;5;1;0;"0:baixo"
796;0;0,5;0;2;0;12;0,5;114;1;8;1075;7;3;1;0;"0:baixo"
1012;0;0,5;1;4;0;39;0,1;161;4;6;2802;8;0;1;0;"2:caro"
1318;0;1,9;1;0;1;11;0,8;188;2;15;1780;12;10;0;0;"1:médio"
1708;0;0,8;0;8;1;14;0,9;197;4;16;1247;19;16;0;0;"1:médio"
598;1;0,8;1;8;1;62;0,1;117;8;9;3066;11;2;1;0;"2:caro"
541;1;2,3;0;4;0;51;0,4;200;8;17;403;11;2;0;0;"0:baixo"
818;0;0,5;1;2;1;23;0,2;192;5;17;2518;19;12;1;0;"2:caro"
1414;0;0,5;0;0;1;15;0,8;168;2;0;1069;18;6;0;0;"0:baixo"
601;1;1,7;1;3;1;6;0,8;169;4;11;2651;14;8;0;1;"2:caro"
561;1;2,8;1;2;1;40;0,1;99;7;6;2974;15;12;0;1;"2:caro"
1616;1;2,3;1;3;0;52;0,1;100;5;8;657;7;3;1;0;"0:baixo"
1263;1;1,4;1;1;1;32;0,4;103;2;2;3372;18;13;1;0;"3:muito caro"
1604;1;1,9;1;0;1;63;0,6;93;5;2;1464;15;9;1;0;"1:médio"
539;0;2;1;1;0;24;0,5;86;4;2;1326;7;4;1;0;"0:baixo"
1071;0;2,6;0;0;0;49;0,3;199;4;5;3393;6;5;0;0;"3:muito caro"
826;0;0,5;1;0;1;57;0,5;135;2;0;323;17;3;0;1;"0:baixo"
771;0;2,9;0;2;0;62;0,7;106;1;8;1628;9;3;1;0;"1:médio"
1811;0;2,9;0;0;0;33;0,2;132;8;2;2610;8;3;1;0;"3:muito caro"
1842;1;2,2;1;7;0;56;0,4;179;4;10;3721;16;11;1;1;"3:muito caro"
1420;0;2,8;1;1;0;50;0,1;100;8;8;763;17;1;1;1;"0:baixo"
1763;0;0,5;1;12;0;10;0,2;184;3;19;792;17;12;0;1;"0:baixo"
1163;1;1,9;0;6;0;2;0,9;133;5;20;1568;14;0;0;0;"1:médio"
1805;1;0,5;0;0;0;29;0,2;182;4;2;1276;19;4;1;0;"1:médio"
610;1;1,6;1;9;0;52;0,4;90;4;19;3472;10;4;1;1;"3:muito caro"
1533;1;1,1;1;18;1;17;0,3;160;4;20;2520;8;2;0;1;"2:caro"
1924;0;0,5;0;3;1;63;0,3;111;2;10;3423;13;3;0;0;"3:muito caro"
1801;0;0,5;1;6;0;52;0,9;120;6;10;258;14;8;0;0;"0:baixo"
1726;1;1,9;0;1;1;42;0,6;106;5;3;1868;16;7;0;0;"2:caro"
794;0;2,5;1;15;0;14;0,6;197;3;19;2171;19;8;0;1;"1:médio"
1686;1;0,5;1;4;0;28;0,8;182;5;8;780;11;10;0;0;"0:baixo"
1444;1;2,1;1;0;0;6;0,9;103;1;1;712;17;5;0;0;"0:baixo"
1004;0;1,6;1;0;1;30;1;160;8;1;1012;7;4;1;1;"0:baixo"
1242;1;2,4;0;8;0;28;0,2;166;4;9;318;11;10;0;0;"0:baixo"
539;0;1,5;0;6;1;26;0,2;137;6;8;3948;18;11;1;1;"3:muito caro"
717;0;1,1;1;2;1;14;0,1;99;8;6;629;16;15;0;0;"0:baixo"
1540;0;0,7;1;0;1;29;0,1;157;7;1;1161;11;8;0;0;"0:baixo"
672;0;0,5;0;7;1;35;0,1;99;8;17;1403;16;7;0;0;"0:baixo"
1325;1;0,5;0;0;1;13;1;133;4;8;3707;19;3;1;0;"3:muito caro"
950;0;0,5;0;6;1;55;0,1;124;8;7;1305;6;5;0;1;"0:baixo"
948;0;1,5;1;6;0;18;0,3;119;4;7;2926;17;13;1;1;"2:caro"
1328;1;0,5;0;5;1;27;0,3;144;3;18;2674;7;2;0;1;"2:caro"
1447;0;0,5;0;3;0;40;0,7;184;2;5;471;8;4;0;1;"0:baixo"
1973;1;0,5;1;3;0;21;0,8;95;8;7;1724;12;10;0;1;"1:médio"
1731;1;2,3;1;18;0;60;0,5;171;4;20;1220;9;3;1;0;"1:médio"
1617;0;1,5;0;1;1;63;0,7;111;2;10;2754;19;10;1;1;"2:caro"
1791;1;0,5;1;1;1;33;0,5;110;5;4;594;17;8;0;1;"0:baixo"
851;0;2,3;1;7;1;54;1;101;2;9;1005;12;2;0;1;"0:baixo"
856;0;1,9;1;0;1;14;0,6;115;1;7;2439;6;3;1;1;"1:médio"
714;1;0,5;0;1;0;30;0,3;145;4;2;2302;12;10;1;1;"1:médio"
951;0;0,5;0;6;1;15;0,6;81;2;17;1083;16;11;1;0;"0:baixo"
1303;1;2,1;0;6;1;10;0,4;109;8;15;2219;9;3;1;1;"2:caro"
1550;1;2,7;0;2;0;32;0,1;126;7;5;1571;12;3;0;0;"2:caro"
1759;1;1,4;0;10;1;15;0,4;101;4;13;2107;18;5;1;0;"2:caro"
1448;0;0,5;1;18;0;2;0,2;100;5;19;593;9;4;1;1;"0:baixo"
1987;1;1,9;0;0;0;50;0,7;119;8;18;857;12;4;1;0;"1:médio"
908;0;2,1;0;1;0;44;0,6;95;5;2;3518;16;12;1;1;"3:muito caro"
820;0;0,5;1;2;0;58;0,3;160;4;4;1284;17;7;0;1;"0:baixo"
904;0;2,7;1;4;0;19;0,6;147;6;7;545;19;18;0;0;"0:baixo"
667;0;1,3;1;4;1;6;0,1;149;6;10;3566;9;5;0;1;"2:caro"
1109;0;2,1;0;1;0;34;0,1;173;1;4;2821;13;5;0;1;"2:caro"
1333;0;1,4;0;3;1;59;0,7;183;7;5;3442;18;16;1;0;"3:muito caro"
1352;0;2,4;0;5;1;6;0,9;92;6;9;1309;12;1;0;0;"1:médio"
1600;0;2,5;1;1;0;19;0,6;88;6;9;1179;10;3;0;1;"1:médio"
1454;0;1,4;1;8;0;37;0,8;80;8;20;1713;16;0;0;0;"1:médio"
1489;0;2,1;1;0;0;9;0,4;169;3;1;1663;9;3;0;1;"1:médio"
1823;0;2,8;1;11;0;10;0,6;81;8;19;1812;5;0;1;1;"2:caro"
1581;1;1;0;9;0;41;0,4;172;4;19;1384;19;9;1;1;"1:médio"
1672;1;1,7;1;1;1;44;0,5;172;8;4;1348;11;6;1;1;"1:médio"
1283;1;0,7;1;0;1;27;0,2;80;4;6;3957;17;15;0;0;"3:muito caro"
630;0;2;0;9;1;14;0,5;180;8;13;1212;12;8;0;0;"0:baixo"
659;0;2,2;0;0;1;24;0,7;151;8;2;3925;8;1;1;1;"3:muito caro"
1811;1;0,5;1;0;0;32;1;115;6;0;348;17;11;0;1;"0:baixo"
688;1;2,5;0;9;0;40;0,2;109;5;20;1382;12;7;1;0;"1:médio"
514;1;2,9;1;5;0;18;0,7;141;2;8;980;13;7;0;1;"0:baixo"
1933;0;2,8;1;1;0;16;0,5;154;3;9;838;14;2;1;0;"0:baixo"
915;0;2;0;8;1;31;0,3;91;3;20;378;11;6;1;0;"0:baixo"
1006;0;2,2;1;4;1;22;0,8;135;4;8;909;18;4;0;1;"0:baixo"
1134;1;0,9;0;2;1;13;0,4;92;4;19;3632;17;8;1;0;"3:muito caro"
599;1;2,9;0;0;1;64;0,3;186;8;1;3396;5;3;0;0;"2:caro"
973;0;0,5;1;5;0;53;0,5;196;5;7;1861;13;10;1;0;"1:médio"
1180;1;2,5;0;0;1;27;0,1;90;6;1;348;7;5;1;1;"0:baixo"
1237;1;2,5;0;7;0;13;0,8;98;4;12;2528;11;8;0;0;"2:caro"
659;0;0,5;1;7;1;5;0,3;169;8;10;2190;16;10;1;0;"1:médio"
1142;1;1,4;1;6;0;6;0,7;190;8;8;663;12;4;1;1;"0:baixo"
1002;0;2,7;1;16;1;11;0,4;185;6;18;961;10;7;0;1;"0:baixo"
1392;0;2,5;0;0;1;44;0,7;113;4;2;1280;8;1;0;1;"1:médio"
602;0;0,9;0;9;0;50;0,9;141;8;18;2189;7;5;1;0;"2:caro"
1249;1;0,5;0;3;1;55;0,8;140;3;8;531;18;10;1;1;"0:baixo"
531;1;0,5;1;0;1;12;0,5;121;4;3;2331;18;12;0;1;"1:médio"
1450;0;2,1;0;1;0;31;0,6;114;5;4;794;11;5;1;1;"1:médio"
1342;0;2,8;0;1;0;50;0,1;173;1;8;2644;7;2;1;1;"2:caro"
832;1;0,5;0;5;1;22;0,6;198;1;8;1666;15;4;1;1;"1:médio"
867;1;1,5;0;0;1;57;0,1;159;4;0;2157;8;6;0;0;"1:médio"
1404;0;2,1;0;16;0;44;0,9;151;1;20;1196;10;6;0;1;"1:médio"
840;0;0,9;1;6;0;33;0,7;150;6;7;2072;10;8;1;0;"2:caro"
1368;0;0,5;0;10;1;42;0,2;91;1;20;1590;12;0;0;0;"1:médio"
1927;0;0,9;1;3;0;11;0,4;190;8;12;2916;16;11;1;1;"3:muito caro"
1714;0;0,5;1;7;0;31;0,4;120;2;10;3707;5;1;0;1;"3:muito caro"
1201;1;0,5;0;1;1;10;0,4;198;6;5;726;11;4;1;0;"0:baixo"
1796;1;2,3;0;4;0;44;0,9;184;2;11;3577;17;7;1;0;"3:muito caro"
1147;0;0,8;1;11;0;28;0,7;158;6;13;2627;18;3;0;1;"2:caro"
776;1;1,7;0;0;1;20;1;146;4;9;685;15;11;1;1;"0:baixo"
510;0;2,6;0;0;0;33;0,1;110;6;10;1693;6;2;1;0;"1:médio"
1045;1;1,2;1;3;1;40;0,1;175;6;7;2137;11;8;0;1;"2:caro"
1497;1;0,9;1;4;1;10;0,1;153;8;20;3696;9;0;0;1;"3:muito caro"
1425;1;0,6;0;0;1;33;0,5;89;3;2;3771;10;3;0;1;"3:muito caro"
726;0;2,2;0;0;1;40;0,8;94;4;20;1342;16;11;1;1;"0:baixo"
1576;1;2;0;0;1;20;0,6;148;3;0;1379;17;1;0;1;"1:médio"
714;1;2,1;1;5;1;11;0,1;197;3;6;1164;15;12;1;0;"1:médio"
1595;0;1,9;1;1;0;63;0,9;88;1;20;908;18;13;0;1;"1:médio"
541;0;1;0;0;1;10;0,4;127;4;0;1019;19;9;1;0;"1:médio"
1617;1;2,6;0;14;0;29;0,9;113;6;20;3685;13;1;0;0;"3:muito caro"
1154;0;1,1;1;2;1;5;0,2;98;1;13;1470;12;0;0;0;"1:médio"
1638;0;1;0;6;0;2;0,2;189;1;11;2299;19;9;1;1;"2:caro"
1150;1;2,7;0;0;0;39;0,4;151;8;1;999;6;2;1;0;"0:baixo"
1254;1;2,3;0;0;1;44;0,2;149;1;10;3011;7;4;1;0;"2:caro"
1806;1;2;1;2;1;54;0,1;117;1;11;3142;13;0;0;1;"3:muito caro"
603;0;1,5;0;8;0;12;0,7;114;6;20;1543;7;5;1;0;"1:médio"
1834;0;2,1;0;7;1;40;0,1;99;4;11;3692;13;0;1;0;"3:muito caro"
520;0;2,3;0;0;1;31;0,8;145;6;14;2753;13;7;0;1;"1:médio"
565;0;0,6;1;1;0;50;0,1;158;2;8;2156;13;6;1;1;"1:médio"
1689;1;0,5;0;11;0;9;0,5;150;5;15;2637;8;4;0;0;"2:caro"
742;1;2,3;0;0;0;21;0,7;104;8;1;331;11;8;0;0;"0:baixo"
1143;0;1,2;1;1;1;22;1;125;3;6;1214;12;5;1;0;"1:médio"
761;1;0,5;0;9;0;3;0,8;196;7;15;2248;19;3;1;1;"2:caro"
959;1;1,3;1;0;0;36;0,4;196;5;14;3073;19;1;1;1;"3:muito caro"
772;1;1,2;1;7;1;8;0,6;134;7;8;422;7;6;0;0;"0:baixo"
1015;1;0,8;0;5;0;12;0,5;102;3;14;2293;5;1;1;0;"1:médio"
1824;1;1,9;1;9;1;2;0,7;103;1;14;3958;12;2;1;0;"3:muito caro"
1130;1;0,5;1;1;1;29;0,7;130;1;14;432;6;1;1;1;"0:baixo"
1183;1;0,5;1;3;1;48;0,1;120;8;12;1152;8;3;0;0;"0:baixo"
574;1;2;1;0;1;26;0,5;118;6;2;1303;8;4;0;1;"0:baixo"
1472;0;3;0;4;1;20;0,3;169;2;6;797;6;1;1;0;"0:baixo"
1868;1;0,5;0;2;1;40;0,9;179;8;17;298;8;2;1;0;"0:baixo"
1375;0;2,9;0;2;0;20;0,4;147;6;7;3847;8;0;0;1;"3:muito caro"
881;0;1;0;1;0;64;0,5;160;3;6;2110;18;9;1;1;"1:médio"
1742;1;0,5;1;5;1;43;0,9;176;3;7;1921;9;2;1;0;"2:caro"
1225;0;0,7;1;6;0;60;0,1;107;2;15;2423;17;11;0;0;"2:caro"
1970;1;0,5;1;0;1;15;1;132;2;0;1658;15;9;1;1;"2:caro"
1186;1;0,5;1;2;0;21;0,4;160;8;4;2361;17;8;0;0;"1:médio"
1762;0;0,7;0;7;0;60;0,1;157;4;10;1380;14;5;0;0;"1:médio"
1731;1;1,4;1;4;1;4;0,5;163;6;18;3892;5;1;1;1;"3:muito caro"
852;0;1,8;1;5;1;8;0,8;160;5;9;315;7;6;0;0;"0:baixo"
848;1;1,5;1;4;1;36;0,3;151;4;16;2289;10;2;1;1;"1:médio"
1575;0;2,5;1;0;1;11;0,2;185;7;20;2182;7;3;1;0;"2:caro"
1554;0;2,8;1;7;0;23;0,1;105;6;18;2184;13;9;0;1;"2:caro"
1972;1;1,6;0;0;0;48;0,5;92;8;2;2872;7;2;0;1;"3:muito caro"
827;1;0,6;1;9;1;35;0,2;87;6;17;2367;5;3;0;1;"1:médio"
1063;0;1,5;0;7;0;3;0,9;155;4;10;1919;12;10;1;0;"1:médio"
1695;0;2,3;1;1;0;34;0,4;84;5;10;3296;17;6;0;0;"3:muito caro"
1343;0;2,4;1;5;1;14;0,9;81;8;10;462;18;7;1;1;"0:baixo"
834;0;0,5;0;2;1;27;0,2;123;1;16;1591;11;9;1;0;"1:médio"
595;0;2,6;0;0;1;20;0,4;122;2;18;1593;19;11;0;1;"0:baixo"
1081;1;1,9;1;13;1;42;0,1;101;7;17;2456;7;4;0;0;"1:médio"
911;0;1,4;1;3;0;14;0,7;199;4;4;2933;16;3;1;0;"3:muito caro"
844;0;2,2;1;1;1;22;0,9;197;7;2;3154;14;11;0;0;"3:muito caro"
1335;1;3;0;3;0;60;0,8;180;2;4;3615;5;2;0;0;"3:muito caro"
1883;0;1,6;0;9;0;24;0,1;87;1;16;3563;17;10;0;0;"3:muito caro"
1128;1;0,5;1;6;0;33;0,6;147;8;7;1440;17;15;0;0;"1:médio"
826;1;2,4;1;14;1;57;0,6;117;2;17;1907;15;14;0;0;"1:médio"
1650;0;2,3;0;0;1;38;0,7;89;1;1;324;14;10;1;1;"0:baixo"
1162;0;1;0;0;0;50;0,5;104;4;10;1404;10;3;1;1;"1:médio"
1517;0;2,5;0;2;1;8;0,8;169;4;18;2738;18;16;0;0;"2:caro"
963;0;0,5;0;1;1;60;0,8;156;3;3;2722;12;6;0;0;"2:caro"
1837;0;1;1;5;1;12;0,9;103;8;6;2294;8;7;0;1;"3:muito caro"
1028;1;2,8;0;1;1;30;0,1;193;1;10;1424;18;4;0;1;"1:médio"
1831;1;2,2;1;4;0;55;1;189;8;9;1133;14;3;1;0;"1:médio"
571;1;2;1;5;1;58;0,6;101;6;11;555;19;10;0;1;"0:baixo"
1770;1;2,3;0;0;0;9;0,6;183;6;5;3785;13;10;0;1;"3:muito caro"
970;1;1,3;1;5;0;59;0,2;84;7;19;3675;12;0;0;0;"3:muito caro"
642;1;0,5;0;0;1;38;0,8;86;5;10;435;9;2;1;0;"0:baixo"
622;1;1,9;1;12;0;11;0,8;193;8;14;3183;5;0;1;1;"2:caro"
600;1;1,8;0;9;1;6;0,8;199;2;15;3495;17;4;1;0;"2:caro"
1412;0;0,6;0;9;0;57;0,2;86;3;10;1853;15;10;0;1;"1:médio"
733;0;0,8;0;7;0;16;0,4;138;4;12;2648;12;0;1;0;"2:caro"
1070;1;3;0;9;0;19;0,8;160;7;16;2647;14;13;1;0;"2:caro"
875;1;0,7;1;1;0;30;0,7;146;8;8;702;19;15;1;1;"0:baixo"
1994;1;0,7;0;5;0;5;0,4;189;2;7;1836;12;11;0;0;"2:caro"
